gene,d,log2fc,p_raw,is_surface,mean_junb_plus,mean_junb_minus,p_bh
PCDH9-AS3,-2.1429,-0.0374,0.000203,False,-0.0571,-0.0197,0.002279
PCDH9-AS4,-0.6747,-0.0184,0.07757,False,-0.0345,-0.0161,0.130112
PCDHA1,-2.4083,-0.0482,9e-05,False,-0.1329,-0.0846,0.001849
PCDHA10,-0.4681,-0.0167,0.197863,False,-0.098,-0.0813,0.277804
PCDHA11,-2.5798,-0.0345,5.5e-05,False,-0.119,-0.0845,0.00173
PCDHA12,-2.4823,-0.0338,7.3e-05,False,-0.1175,-0.0837,0.001786
PCDHA13,-2.5107,-0.0318,6.7e-05,False,-0.1157,-0.0839,0.001755
PCDHA2,-1.9199,-0.0507,0.000424,False,-0.1297,-0.079,0.003108
PCDHA3,-1.7055,-0.0442,0.000911,False,-0.1237,-0.0795,0.004801
PCDHA4,-1.6776,-0.0411,0.00101,False,-0.1289,-0.0878,0.005126
PCDHA5,-2.5138,-0.0443,6.7e-05,False,-0.1291,-0.0849,0.001755
PCDHA6,-2.4379,-0.0404,8.3e-05,False,-0.1269,-0.0865,0.001817
PCDHA7,-2.2665,-0.0404,0.000138,False,-0.1243,-0.0839,0.002056
PCDHA8,-2.4379,-0.0353,8.3e-05,False,-0.1204,-0.0852,0.001817
PCDHA9,-0.9971,-0.0313,0.017299,False,-0.1151,-0.0838,0.039361
PCDHAC1,-2.0816,-0.0182,0.000247,False,-0.0959,-0.0777,0.002449
PCDHAC2,0.1812,0.0021,0.601518,False,-0.0696,-0.0717,0.676697
PCDHB1,-0.7601,-0.0226,0.052042,False,-0.0352,-0.0125,0.09447
PCDHB10,0.7665,0.0427,0.050514,False,0.0058,-0.0369,0.092205
PCDHB11,0.6887,0.0193,0.072681,False,-0.0054,-0.0247,0.123455
PCDHB12,1.2836,0.0471,0.004871,False,-0.005,-0.0521,0.015133
PCDHB13,-0.2661,-0.0168,0.447714,False,-0.0372,-0.0204,0.535731
PCDHB14,0.9652,0.0856,0.020024,False,0.0679,-0.0176,0.044175
PCDHB15,0.9113,0.059,0.025694,False,0.0355,-0.0235,0.053756
PCDHB16,0.4669,0.0396,0.198901,False,-0.0281,-0.0677,0.278928
PCDHB17P,0.8451,0.0232,0.034961,False,0.0025,-0.0207,0.06882
PCDHB18P,0.2959,0.0053,0.400631,False,-0.0209,-0.0261,0.490164
PCDHB19P,-0.5882,-0.013,0.11564,False,-0.0331,-0.0201,0.179621
PCDHB2,0.3222,0.0246,0.362024,False,0.0248,0.0002,0.451826
PCDHB3,0.8035,0.0422,0.04247,False,0.0136,-0.0286,0.080299
PCDHB4,1.3057,0.0693,0.004437,False,0.01,-0.0593,0.01415
PCDHB5,0.5207,0.0352,0.15686,False,-0.0036,-0.0388,0.230032
PCDHB6,0.6346,0.0245,0.093402,False,-0.0183,-0.0428,0.151141
PCDHB7,0.9197,0.0372,0.024712,False,-0.0021,-0.0393,0.05207
PCDHB8,0.8313,0.0219,0.0373,False,0.0037,-0.0182,0.072337
PCDHB9,0.7011,0.0364,0.068585,False,-0.0026,-0.0391,0.117862
PCDHGB8P,-0.7982,-0.0292,0.043537,False,-0.0504,-0.0212,0.081915
PCDHGB9P,-0.8266,-0.0244,0.038131,False,-0.0387,-0.0143,0.073614
PCED1A,0.0038,0.0006,0.991076,False,0.1161,0.1155,0.993255
PCED1B,-1.1609,-0.1276,0.008286,False,-0.0231,0.1045,0.022406
PCED1B-AS1,0.1072,0.0025,0.755975,False,-0.0269,-0.0294,0.80959
PCF11,0.982,0.0824,0.01854,False,0.0319,-0.0505,0.041545
PCF11-AS1,-0.6799,-0.0322,0.075715,False,-0.0212,0.0109,0.127651
PCGEM1,-1.5122,-0.0078,0.001908,False,-0.0149,-0.0071,0.007811
PCGF1,4.6626,0.1002,1e-06,False,0.0161,-0.084,0.000403
PCGF2,0.1367,0.011,0.692506,False,0.0117,0.0007,0.756761
PCGF3,-1.4412,-0.0871,0.002533,False,-0.0644,0.0227,0.009539
PCGF5,-1.2407,-0.0846,0.005853,False,-0.0509,0.0337,0.017291
PCGF6,0.1834,0.0246,0.597187,False,0.0255,0.0009,0.672784
PCGF7P,0.6284,0.0223,0.096137,False,-0.0131,-0.0355,0.154713
PCID2,0.2204,0.0196,0.527134,False,-0.0026,-0.0222,0.610457
PCIF1,0.683,0.0484,0.074641,False,-0.0104,-0.0587,0.126127
PCK1,0.9362,0.0133,0.022893,False,-0.0142,-0.0275,0.04902
PCK2,0.6966,0.0751,0.070054,False,0.0391,-0.0359,0.119831
PCLAF,-0.5725,-0.0501,0.124193,False,-0.0213,0.0288,0.190298
PCLO,-1.4144,-0.1261,0.002826,False,-0.1089,0.0172,0.01026
PCM1,-0.8995,-0.105,0.027142,False,-0.1614,-0.0564,0.056057
PCMT1,0.923,0.1077,0.024329,False,0.0221,-0.0857,0.051438
PCMTD1,0.1683,0.0123,0.627299,False,0.0191,0.0067,0.699801
PCMTD1P2,3.2311,0.0095,1.1e-05,False,-0.0071,-0.0166,0.001163
PCMTD1P3,-0.2822,-0.0072,0.421782,False,-0.0189,-0.0116,0.51079
PCMTD1P7,0.2241,0.0269,0.520422,False,0.0211,-0.0058,0.604237
PCMTD2,-0.8586,-0.0653,0.03283,False,-0.0438,0.0215,0.065463
PCNA,2.8811,0.1068,2.5e-05,False,0.0249,-0.0819,0.001543
PCNAP3,1.2944,0.0132,0.004654,False,0.0037,-0.0094,0.014654
PCNP,2.44,0.1296,8.2e-05,False,0.0182,-0.1113,0.001814
PCNPP1,0.2086,0.015,0.548911,False,-0.0027,-0.0176,0.630046
PCNPP5,0.664,0.0317,0.08152,False,-0.0077,-0.0393,0.135328
PCNT,-1.608,-0.122,0.001314,False,-0.2234,-0.1014,0.006088
PCNX1,-0.664,-0.0943,0.081528,False,0.0167,0.111,0.135334
PCNX2,-1.6315,-0.2082,0.001202,False,0.0737,0.2819,0.005735
PCNX3,0.1386,0.0133,0.688462,False,0.0017,-0.0116,0.753103
PCNX4,-0.4663,-0.0671,0.199396,False,0.0391,0.1062,0.279499
PCOLCE,1.7405,0.3758,0.000801,False,0.1845,-0.1912,0.004429
PCOLCE-AS1,0.2293,0.0178,0.51099,False,0.0744,0.0566,0.59557
PCOLCE2,0.1262,0.0181,0.714819,False,0.0499,0.0319,0.775074
PCOTH,1.1837,0.0117,0.007498,False,-0.0217,-0.0333,0.020797
PCP4,-0.6752,-0.0332,0.077374,False,-0.0517,-0.0184,0.129847
PCP4L1,-1.0341,-0.0266,0.014613,False,-0.046,-0.0195,0.034548
PCSK1,1.476,0.2396,0.002203,False,0.0274,-0.2122,0.008655
PCSK1N,1.9331,0.0102,0.000405,False,-0.0025,-0.0127,0.003041
PCSK2,-0.3673,-0.0286,0.302498,False,-0.0311,-0.0025,0.39101
PCSK4,0.0315,0.0014,0.92699,False,-0.0196,-0.021,0.9438
PCSK5,0.1479,0.0085,0.668981,False,0.2204,0.2119,0.735727
PCSK6,-1.4252,-0.2206,0.002703,False,-0.1796,0.041,0.00995
PCSK6-AS1,-0.6396,-0.0034,0.091284,False,-0.018,-0.0146,0.148424
PCSK7,-0.2721,-0.0407,0.437886,False,0.0304,0.0711,0.526351
PCSK9,-1.6908,-0.0214,0.000962,False,-0.0467,-0.0254,0.004973
PCTP,-0.4049,-0.0223,0.259122,False,0.0001,0.0225,0.345335
PCYOX1,1.3776,0.184,0.003285,False,-0.0454,-0.2294,0.011432
PCYOX1L,0.5594,0.0569,0.131855,False,0.054,-0.0029,0.199749
PCYT1A,0.0318,0.0033,0.926451,False,0.0091,0.0058,0.943404
PCYT1B,-1.4372,-0.0759,0.002575,False,-0.0689,0.0069,0.00964
PCYT1B-AS1,-0.516,-0.0117,0.160212,False,-0.02,-0.0083,0.23386
PCYT2,0.6551,0.0328,0.084941,False,0.0013,-0.0315,0.13992
PDAP1,2.181,0.2433,0.00018,False,0.0371,-0.2063,0.002203
PDC,-0.1975,-0.0165,0.569901,False,-0.0401,-0.0237,0.648649
PDCD1,-1.494,-0.0076,0.00205,False,-0.02,-0.0124,0.008218
PDCD10,1.521,0.1225,0.001843,False,0.0218,-0.1008,0.007632
PDCD11,-0.3923,-0.043,0.273062,False,-0.0133,0.0297,0.36051
PDCD1LG2,-0.935,-0.0321,0.023024,False,-0.0463,-0.0142,0.04922
PDCD2,2.3337,0.1313,0.000113,False,0.0481,-0.0832,0.00193
PDCD2L,0.3829,0.0231,0.283838,False,-0.0016,-0.0247,0.371715
PDCD4,0.1337,0.0177,0.69876,False,0.007,-0.0106,0.761879
PDCD4-AS1,0.9444,0.0156,0.022045,False,-0.0199,-0.0354,0.047595
PDCD5,0.8439,0.1181,0.035155,False,0.0514,-0.0668,0.069124
PDCD5P1,0.4971,0.0245,0.174228,False,0.0147,-0.0098,0.250293
PDCD5P2,0.1534,0.0031,0.657707,False,-0.0118,-0.0149,0.725945
PDCD6,-0.343,-0.0734,0.333632,False,0.0141,0.0875,0.423551
PDCD6IP,-0.3493,-0.031,0.325334,False,-0.0483,-0.0172,0.415252
PDCD6IPP1,-0.9788,-0.0079,0.018815,False,-0.0238,-0.0159,0.042039
PDCD6IPP2,-1.4071,-0.0837,0.00291,False,-0.076,0.0077,0.010474
PDCD7,-0.1844,-0.0201,0.595227,False,-0.0446,-0.0246,0.671216
PDCL,0.8155,0.0578,0.040163,False,0.0016,-0.0563,0.076843
PDCL2,-0.6252,-0.0362,0.097551,False,-0.043,-0.0068,0.156562
PDCL3,1.6731,0.0836,0.001028,False,0.0002,-0.0835,0.00519
PDCL3P2,-0.5163,-0.0089,0.159979,False,-0.0232,-0.0143,0.233619
PDCL3P4,0.0526,0.0029,0.878413,False,-0.0353,-0.0382,0.90681
PDCL3P5,0.4045,0.0137,0.259519,False,-0.0059,-0.0196,0.34573
PDCL3P6,-0.5963,-0.0216,0.111437,False,-0.0416,-0.0199,0.174288
PDE10A,-0.4382,-0.0683,0.225099,False,-0.0816,-0.0134,0.30802
PDE11A,-0.4492,-0.0794,0.214723,False,-0.0375,0.0419,0.29634
PDE12,0.5537,0.0446,0.13527,False,-0.0024,-0.0469,0.203951
PDE1A,-1.4332,-0.2219,0.002617,False,-0.0868,0.1351,0.009742
PDE1B,-0.5337,-0.0234,0.148051,False,-0.0433,-0.0199,0.21953
PDE1C,-1.1237,-0.1307,0.009771,False,-0.0203,0.1104,0.025391
PDE2A,-0.1263,-0.0072,0.714698,False,-0.0216,-0.0144,0.77497
PDE3A,-0.9606,-0.1369,0.02046,False,0.0294,0.1664,0.04494
PDE3B,-1.0282,-0.1122,0.015015,False,-0.0631,0.0491,0.035295
PDE4A,-0.0451,-0.0038,0.895644,False,-0.0037,0.0001,0.920455
PDE4B,0.4781,0.0775,0.189408,False,-0.0081,-0.0856,0.268016
PDE4C,-0.1621,-0.018,0.63978,False,-0.0079,0.01,0.711011
PDE4D,-1.9267,-0.2593,0.000415,False,-0.1342,0.1252,0.00308
PDE4DIP,-0.8125,-0.0663,0.040721,False,-0.0812,-0.015,0.077715
PDE4DIPP1,-0.1663,-0.001,0.631364,False,-0.0157,-0.0147,0.703579
PDE5A,-1.4418,-0.1471,0.002528,False,-0.0399,0.1072,0.009524
PDE6A,-0.7774,-0.0438,0.048007,False,-0.0641,-0.0203,0.088524
PDE6B,-0.6015,-0.0123,0.108803,False,-0.0335,-0.0212,0.170995
PDE6C,-1.2414,-0.0407,0.005836,False,-0.0589,-0.0182,0.017249
PDE6D,0.1098,0.0088,0.750296,False,-0.0131,-0.0219,0.804779
PDE6G,-0.7422,-0.0283,0.056584,False,-0.0408,-0.0125,0.100995
PDE6H,-1.8373,-0.022,0.000566,False,-0.035,-0.013,0.003611
PDE7A,-1.4527,-0.1999,0.002418,False,0.0119,0.2118,0.009245
PDE7B,-3.2793,-0.3305,1e-05,False,-0.1683,0.1622,0.00111
PDE8A,-2.6628,-0.1713,4.4e-05,False,-0.0477,0.1236,0.001667
PDE8B,-0.9593,-0.0751,0.020581,False,-0.0317,0.0434,0.045135
PDE9A,-0.2036,-0.0298,0.558271,False,-0.0419,-0.0121,0.638446
PDF,-0.0822,-0.0148,0.811516,False,0.0238,0.0386,0.854012
PDGFA,-0.9133,-0.0509,0.025453,False,-0.0892,-0.0383,0.053362
PDGFB,0.6536,0.0209,0.085534,False,-0.0137,-0.0345,0.140714
PDGFC,-0.3132,-0.0263,0.374976,False,0.0013,0.0276,0.464878
PDGFD,0.5738,0.0617,0.123472,False,-0.0073,-0.069,0.189469
PDGFRA,-0.0204,-0.002,0.952662,True,-0.0015,0.0005,0.963818
PDGFRB,1.1244,0.1473,0.009738,True,0.0988,-0.0485,0.025326
PDGFRL,1.5524,0.2368,0.001629,False,0.0348,-0.2021,0.007015
PDHA1,0.4788,0.0345,0.188847,False,-0.0095,-0.044,0.267407
PDHB,3.0547,0.1633,1.6e-05,False,0.0449,-0.1184,0.001328
PDHX,-1.1489,-0.0822,0.008739,False,-0.0466,0.0356,0.023339
PDIA2,-2.3444,-0.0265,0.000109,False,-0.0386,-0.012,0.001909
PDIA3,2.1105,0.353,0.000225,False,0.1348,-0.2182,0.002366
PDIA3P1,0.306,0.0428,0.385388,False,0.0241,-0.0188,0.475109
PDIA4,1.4512,0.194,0.002434,False,0.0723,-0.1217,0.009279
PDIA5,0.075,0.0111,0.827677,False,0.0217,0.0106,0.866489
PDIA6,1.5023,0.314,0.001984,False,0.0937,-0.2204,0.008028
PDIK1L,0.5809,0.0522,0.119535,False,0.0388,-0.0134,0.184656
PDILT,-1.9892,-0.0396,0.000335,False,-0.0508,-0.0112,0.002795
PDK1,0.0461,0.0049,0.893525,False,0.0216,0.0166,0.919076
PDK2,0.4093,0.0215,0.254343,False,-0.0241,-0.0456,0.340149
PDK3,-0.387,-0.0489,0.279153,False,-0.0708,-0.0219,0.366837
PDK4,1.4202,0.2348,0.002759,False,0.097,-0.1378,0.010089
PDLIM1,2.7967,0.2395,3.1e-05,False,0.0471,-0.1924,0.001614
PDLIM1P4,-0.1986,-0.0073,0.567856,False,-0.0208,-0.0135,0.646877
PDLIM2,1.5828,0.1529,0.001448,False,0.0308,-0.1221,0.006472
PDLIM3,-0.5708,-0.0956,0.125188,False,-0.2179,-0.1223,0.191465
PDLIM4,1.142,0.1104,0.009008,False,0.0248,-0.0857,0.023847
PDLIM5,-3.1165,-0.212,1.4e-05,False,-0.1402,0.0718,0.001264
PDLIM7,-0.1941,-0.0246,0.576411,False,-0.0122,0.0124,0.654348
PDP1,1.1177,0.0774,0.010035,False,0.0497,-0.0276,0.025901
PDP2,0.0861,0.0041,0.802627,False,0.0046,0.0005,0.847082
PDPK1,1.3488,0.0648,0.003703,False,0.0342,-0.0305,0.012443
PDPK2P,0.0423,0.0009,0.90224,False,-0.0216,-0.0225,0.92541
PDPN,1.2835,0.2449,0.004875,False,0.1373,-0.1076,0.015142
PDPR,-0.8901,-0.0702,0.028349,False,-0.0455,0.0247,0.058081
PDRG1,1.106,0.1149,0.010573,False,0.0506,-0.0642,0.026971
PDS5A,-0.7277,-0.0977,0.060558,False,0.0021,0.0998,0.10661
PDS5B,-1.9556,-0.1666,0.000376,False,-0.0944,0.0722,0.002939
PDSS1,-0.175,-0.0136,0.613808,False,0.0493,0.0629,0.687651
PDSS2,-1.6451,-0.2162,0.001142,False,-0.0008,0.2154,0.005535
PDXDC1,-0.9349,-0.1674,0.023033,False,-0.1033,0.0641,0.049236
PDXDC2P,-0.6669,-0.1852,0.080427,False,-0.0629,0.1223,0.133872
PDXK,0.3638,0.0188,0.306819,False,-0.014,-0.0328,0.395609
PDXP,-0.9352,-0.0367,0.023,False,-0.0455,-0.0089,0.049183
PDYN-AS1,-0.9575,-0.0439,0.020754,False,-0.0648,-0.0209,0.045406
PDZD11,1.5522,0.1221,0.00163,False,0.0142,-0.1079,0.007016
PDZD2,-2.7226,-0.2941,3.8e-05,False,-0.1763,0.1178,0.001649
PDZD3,0.6057,0.0073,0.106701,False,-0.0174,-0.0247,0.168363
PDZD4,-0.2153,-0.0119,0.536498,False,-0.042,-0.0301,0.618537
PDZD7,-0.9872,-0.0485,0.018106,False,-0.0575,-0.009,0.040802
PDZD8,0.3856,0.0377,0.280741,False,0.0135,-0.0242,0.368434
PDZD9,-1.2105,-0.031,0.006669,False,-0.0428,-0.0118,0.019019
PDZK1,-0.3394,-0.0277,0.338435,False,-0.0375,-0.0098,0.428159
PDZK1IP1,0.6095,0.0183,0.104891,False,0.0046,-0.0137,0.16604
PDZK1P1,-0.0795,-0.004,0.817458,False,-0.031,-0.0271,0.858737
PDZPH1P,-0.9734,-0.0457,0.019289,False,-0.0582,-0.0125,0.042878
PDZRN3,-1.9032,-0.3208,0.000449,False,-0.094,0.2268,0.0032
PDZRN3-AS1,-0.0635,-0.0019,0.853627,False,-0.0183,-0.0165,0.88734
PDZRN4,-0.7778,-0.1139,0.047914,False,-0.0022,0.1117,0.08838
PEA15,1.2157,0.1472,0.006521,False,0.015,-0.1323,0.018711
PEAK1,-1.9415,-0.2259,0.000394,False,-0.0491,0.1768,0.003007
PEAK3,-0.0657,-0.0018,0.84869,False,-0.0208,-0.0189,0.883623
PEAR1,-0.0382,-0.0068,0.911545,False,0.0365,0.0432,0.932516
PEBP1,3.1293,0.2928,1.4e-05,False,-0.0132,-0.306,0.001264
PEBP1P2,1.0909,0.0265,0.011309,False,-0.0015,-0.028,0.028403
PEBP1P3,1.4987,0.0066,0.002013,False,-0.0049,-0.0115,0.008106
PEBP4,-1.6414,-0.2523,0.001158,False,-0.2807,-0.0284,0.005593
PECAM1,0.8657,0.0646,0.031757,False,-0.0221,-0.0866,0.063687
PECR,-1.3328,-0.0642,0.003958,False,-0.0417,0.0225,0.013065
PEF1,2.4822,0.15,7.3e-05,False,0.027,-0.123,0.001786
PEG10,2.1795,0.1876,0.000181,False,-0.0144,-0.202,0.002207
PEG13,0.8704,0.0048,0.031075,False,-0.0132,-0.018,0.062598
PEG3,0.2403,0.0236,0.491528,False,0.0069,-0.0167,0.577565
PELI1,0.5218,0.0514,0.156153,False,0.0605,0.0091,0.229181
PELI2,-0.8784,-0.1145,0.02994,False,-0.0181,0.0964,0.060722
PELI3,0.8915,0.0472,0.028166,False,0.0129,-0.0343,0.057778
PELO,0.9207,0.0636,0.024591,False,0.012,-0.0516,0.051867
PELP1,-0.046,-0.0046,0.893753,False,-0.0194,-0.0148,0.91926
PEMT,1.8056,0.1255,0.000633,False,0.0288,-0.0967,0.003855
PENK,1.7272,0.1246,0.000841,False,0.0183,-0.1062,0.004565
PEPD,1.7723,0.1298,0.000714,False,0.0155,-0.1143,0.004143
PER1,-0.6927,-0.0671,0.071326,False,-0.0067,0.0604,0.121606
PER2,0.4544,0.0358,0.209944,False,-0.0432,-0.079,0.291165
PER3,-2.0096,-0.2141,0.000313,False,-0.3634,-0.1493,0.002715
PERM1,-0.8174,-0.0647,0.039796,False,-0.1231,-0.0584,0.076234
PERP,0.987,0.0863,0.018121,False,-0.0271,-0.1134,0.040826
PES1,2.164,0.1354,0.00019,False,0.0131,-0.1223,0.002245
PES1P2,0.5796,0.0016,0.120288,False,-0.0128,-0.0144,0.185622
PET100,0.429,0.0667,0.234072,False,0.0372,-0.0294,0.317975
PET117,-0.1412,-0.011,0.682997,False,-0.0394,-0.0284,0.74812
PEX1,-0.0308,-0.0019,0.928697,False,0.0122,0.0141,0.945208
PEX10,0.8877,0.0316,0.028663,False,-0.013,-0.0446,0.058604
PEX11A,0.1361,0.009,0.693862,False,-0.0041,-0.0131,0.757805
PEX11B,0.0461,0.0021,0.89341,False,-0.0219,-0.0239,0.919007
PEX11G,1.7723,0.0596,0.000714,False,0.0214,-0.0381,0.004143
PEX12,0.3122,0.012,0.376401,False,-0.0156,-0.0276,0.466369
PEX13,-0.1166,-0.0168,0.735542,False,0.006,0.0228,0.792217
PEX14,-0.8562,-0.0933,0.033193,False,-0.0006,0.0927,0.066035
PEX16,0.4095,0.0272,0.25421,False,0.0048,-0.0224,0.340046
PEX19,1.1424,0.0777,0.008992,False,0.0257,-0.052,0.02382
PEX2,1.2375,0.1166,0.005934,False,0.0539,-0.0627,0.017464
PEX26,0.1043,0.0084,0.762277,False,-0.0007,-0.0091,0.814656
PEX3,-0.8751,-0.0839,0.030405,False,-0.0451,0.0388,0.061494
PEX5,0.4206,0.0242,0.242582,False,-0.0095,-0.0337,0.327443
PEX5L,-0.6549,-0.0661,0.08504,False,-0.0612,0.0049,0.140047
PEX5L-AS1,-1.9972,-0.0182,0.000326,False,-0.0276,-0.0094,0.002765
PEX5L-AS2,-1.8995,-0.0351,0.000455,False,-0.0477,-0.0126,0.003222
PEX6,-1.8503,-0.1511,0.00054,False,-0.0339,0.1172,0.003527
PEX7,-0.0395,-0.0037,0.908492,False,0.0154,0.0191,0.930248
PF4,0.4927,0.0169,0.177654,False,-0.0019,-0.0188,0.25424
PF4V1,1.2704,0.0209,0.005153,False,-0.0132,-0.0341,0.015764
PFAS,-0.6573,-0.027,0.084103,False,-0.0114,0.0156,0.138785
PFDN1,0.6658,0.0564,0.080848,False,-0.0566,-0.1129,0.134424
PFDN2,1.4213,0.1296,0.002747,False,0.0142,-0.1154,0.010059
PFDN4,1.3158,0.1343,0.004252,False,0.0141,-0.1202,0.013742
PFDN5,1.7225,0.3025,0.000856,False,0.033,-0.2696,0.004617
PFDN6,0.7085,0.0875,0.06627,False,0.032,-0.0555,0.114597
PFKFB1,-1.3312,-0.1578,0.003985,False,-0.2088,-0.051,0.013132
PFKFB2,-0.7217,-0.0619,0.062285,False,-0.0273,0.0346,0.109077
PFKFB3,-0.4163,-0.0389,0.247022,False,-0.0563,-0.0173,0.33224
PFKFB4,-0.948,-0.0521,0.021678,False,-0.03,0.0221,0.046961
PFKL,1.1907,0.1195,0.007273,False,0.016,-0.1035,0.020326
PFKM,0.3385,0.0359,0.339633,False,-0.0509,-0.0868,0.429318
PFKP,1.446,0.0761,0.002485,False,0.0273,-0.0488,0.009412
PFN1,2.7007,0.4112,4e-05,False,0.1019,-0.3093,0.001649
PFN1P1,0.5619,0.1153,0.130361,False,0.0161,-0.0993,0.197934
PFN1P11,-2.6894,-0.0191,4.1e-05,False,-0.0343,-0.0153,0.001651
PFN1P2,0.4743,0.0289,0.192541,False,0.0136,-0.0153,0.27157
PFN1P3,0.8104,0.0056,0.041128,False,-0.0067,-0.0123,0.078329
PFN1P4,1.4,0.0076,0.002997,False,-0.0023,-0.0099,0.010692
PFN1P6,1.4655,0.0103,0.002298,False,0.0014,-0.0089,0.008918
PFN1P8,0.704,0.0131,0.067659,False,-0.0076,-0.0207,0.116557
PFN2,1.5386,0.0931,0.00172,False,0.0238,-0.0693,0.007278
PFN4,0.6013,0.0665,0.108922,False,0.062,-0.0045,0.171153
PGA3,-1.3888,-0.0127,0.003137,False,-0.0263,-0.0136,0.011054
PGA4,1.5586,0.0077,0.001591,False,-0.001,-0.0087,0.006899
PGA5,1.9502,0.0068,0.000383,False,-0.0052,-0.0121,0.002965
PGAM1,1.0463,0.2008,0.013826,False,0.0132,-0.1876,0.033101
PGAM1P11,-2.148,-0.0162,0.0002,False,-0.0265,-0.0103,0.002275
PGAM1P5,-1.0009,-0.0977,0.017002,False,-0.0689,0.0287,0.038853
PGAM1P6,-0.5575,-0.0264,0.132962,False,-0.0504,-0.024,0.201104
PGAM1P8,-0.5399,-0.0275,0.143943,False,-0.0448,-0.0173,0.21459
PGAM2,-1.5205,-0.0829,0.001846,False,-0.1819,-0.099,0.007639
PGAM4,0.7558,0.0191,0.053095,False,-0.0005,-0.0196,0.095985
PGAM5,0.0336,0.0028,0.922112,False,-0.0057,-0.0085,0.940167
PGAP1,-0.849,-0.0968,0.03433,False,-0.0062,0.0907,0.067812
PGAP2,-0.6465,-0.0422,0.088421,False,-0.0112,0.0309,0.144639
PGAP3,0.9938,0.0789,0.017566,False,0.0271,-0.0518,0.039844
PGBD1,-0.1085,-0.0095,0.753125,False,0.0153,0.0248,0.807109
PGBD2,0.4849,0.0298,0.183852,False,0.012,-0.0178,0.261498
PGBD4,0.1406,0.0101,0.684219,False,0.0024,-0.0077,0.749198
PGBD5,-1.0363,-0.0343,0.014471,False,-0.0575,-0.0232,0.034293
PGC,-0.1491,-0.0036,0.666534,False,-0.0201,-0.0164,0.733548
PGCP1,-1.0649,-0.0094,0.012716,False,-0.0228,-0.0134,0.03105
PGD,1.5542,0.1262,0.001618,False,0.0414,-0.0848,0.006983
PGDP1,1.2584,0.0128,0.005424,False,0.0032,-0.0096,0.016361
PGF,0.3805,0.0447,0.286646,False,0.0558,0.011,0.374705
PGGHG,-1.0481,-0.0664,0.013718,False,0.0897,0.1561,0.03289
PGGT1B,0.6775,0.0564,0.076548,False,0.0349,-0.0215,0.128757
PGGT1BP1,0.9094,0.018,0.025923,False,-0.0036,-0.0216,0.054122
PGGT1BP2,0.8392,0.01,0.035935,False,-0.0064,-0.0165,0.0703
PGK1,1.5596,0.2656,0.001585,False,0.0597,-0.2059,0.006883
PGK1P2,0.8283,0.0057,0.037829,False,-0.0083,-0.014,0.073151
PGLS,1.1857,0.1075,0.007433,False,0.0067,-0.1008,0.02067
PGLYRP1,0.2933,0.008,0.404591,False,-0.0052,-0.0132,0.494146
PGLYRP2,-1.3992,-0.078,0.003006,False,-0.0791,-0.001,0.010713
PGLYRP3,-2.1573,-0.0122,0.000194,False,-0.0212,-0.009,0.002249
PGLYRP4,-2.2341,-0.0206,0.000152,False,-0.0287,-0.0081,0.002112
PGM1,-0.271,-0.0261,0.439755,False,-0.1289,-0.1028,0.528077
PGM2,0.6134,0.0494,0.103008,False,0.025,-0.0244,0.163552
PGM2L1,0.2779,0.042,0.428606,False,0.0348,-0.0072,0.517203
PGM3,0.9595,0.0925,0.020557,False,0.0076,-0.085,0.045098
PGM5,-0.0005,-0.0,0.998811,False,-0.0047,-0.0046,0.999189
PGM5-AS1,0.7132,0.0401,0.064832,False,0.0106,-0.0295,0.112594
PGM5P2,-1.5173,-0.1522,0.00187,False,-0.1628,-0.0106,0.007706
PGM5P3-AS1,0.9842,0.0312,0.018351,False,0.0029,-0.0283,0.041212
PGM5P4,-0.6958,-0.0084,0.070307,False,-0.032,-0.0235,0.120183
PGM5P4-AS1,1.0489,0.0123,0.013667,False,-0.0156,-0.0279,0.032797
PGP,0.078,0.005,0.820842,False,-0.0144,-0.0193,0.861503
PGPEP1,0.2579,0.0208,0.461321,False,0.0168,-0.004,0.548612
PGPEP1L,-0.8809,-0.1196,0.029591,False,-0.1738,-0.0541,0.060121
PGR,-0.2593,-0.0224,0.458961,False,-0.0262,-0.0038,0.546328
PGR-AS1,-0.7425,-0.1148,0.056512,False,-0.0747,0.0401,0.100914
PGRMC1,2.0865,0.2574,0.000243,False,0.0687,-0.1887,0.002436
PGRMC2,1.3638,0.159,0.003478,False,0.0199,-0.1391,0.011918
PGS1,-0.1417,-0.0144,0.682009,False,-0.0032,0.0112,0.747372
PHACTR1,-0.7888,-0.1026,0.045497,False,0.0176,0.1201,0.084823
PHACTR2,-0.2709,-0.0206,0.439981,False,-0.045,-0.0244,0.528265
PHACTR2-AS1,-1.1029,-0.0083,0.010718,False,-0.0243,-0.016,0.027249
PHACTR2P1,-0.6649,-0.0319,0.081174,False,-0.0537,-0.0217,0.13483
PHACTR3,-0.4028,-0.0366,0.261403,False,0.0092,0.0458,0.347823
PHACTR4,-1.1771,-0.1312,0.007718,False,-0.0189,0.1122,0.021251
PHAX,2.4191,0.1497,8.7e-05,False,0.0301,-0.1196,0.001836
PHB,3.2058,0.1913,1.1e-05,False,0.0038,-0.1875,0.001163
PHB2,2.2195,0.1642,0.000159,False,0.0285,-0.1357,0.002136
PHBP11,1.3887,0.009,0.003139,False,-0.0001,-0.009,0.011057
